abbrev,correct title,title1_votes,title1,title2,title3,correct url,url1_votes,url1,url2,url3
APPL MATH MECH-ENGL,applied mathematics and mechanics,3,applied mathematics and mechanics,,,http://www.springer.com/mathematics/applications/journal/10483?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/applications/journal/10483?detailsPage=editorialBoard,,
DISCRETE EVENT DYN S,discrete event dynamic systems,3,discrete event dynamic systems,,,http://www.springer.com/mathematics/applications/journal/10626/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/applications/journal/10626/PS2?detailsPage=editorialBoard,,
J SYST SCI COMPLEX,journal of systems science and complexity,2,journal of systems science and complexity,j syst sci complex,,http://www.springer.com/mathematics/applications/journal/11424?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/applications/journal/11424?detailsPage=editorialBoard,http://www.sysmath.com/jweb_xtkxyfzx/EN/column/column131.shtml,
JPN J IND APPL MATH,japan journal of industrial and applied mathematics,3,japan journal of industrial and applied mathematics,,,http://www.springer.com/mathematics/applications/journal/13160/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/applications/journal/13160/PS2?detailsPage=editorialBoard,http://academic.research.microsoft.com/Journal/7281/jpn-j-ind-appl-math-japan-journal-of-industrial,
DYN GAMES APPL,dynamic games and applications,3,dynamic games and applications,,,http://www.springer.com/mathematics/applications/journal/13235?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/applications/journal/13235?detailsPage=editorialBoard,,
COLLECT MATH,collectanea mathematica,3,collectanea mathematica,,,http://www.springer.com/mathematics/applications/journal/13348/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/applications/journal/13348/PS2?detailsPage=editorialBoard,,
COMPUT APPL MATH,computational and applied mathematics,2,computational and applied mathematics,journal of computational and applied mathematics,,http://www.springer.com/mathematics/applications/journal/40314/PS2?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/applications/journal/40314/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/applications/journal/40314,http://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics/editorial-board/
APPL COMPUT MATH-BAK,applied and computational mathematics,1,journal of applied mathematics and computing,applied and computational mathematics (appl comput math-bak),applied and computational mathematics,http://www.springer.com/mathematics/applications/journal/40819/PS2?detailsPage=editorialBoard,1,http://www.journals.elsevier.com/applied-mathematics-and-computation/editorial-board/,http://www.springer.com/mathematics/computational+science+&+engineering/journal/12190/PS2?detailsPage=editorialBoard,http://www.researchgate.net/journal/1683-3511_Applied_and_computational_mathematics
MATH CONTROL SIGNAL,"mathematics of control, signals, and systems",3,"mathematics of control, signals, and systems",,,http://www.springer.com/mathematics/applications/journal/498/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/applications/journal/498/PS2?detailsPage=editorialBoard,,
FOUND COMPUT MATH,foundations of computational mathematics,3,foundations of computational mathematics,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10208/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10208/PS2?detailsPage=editorialBoard,,
ADV COMPUT MATH,advances in computational mathematics,3,advances in computational mathematics,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10444/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10444/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10444,
BIT,bit numerical mathematics,3,bit numerical mathematics,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10543/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10543/PS2?detailsPage=editorialBoard,,
J APPL ANAL COMPUT,journal of computational analysis and applications,3,journal of computational analysis and applications,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10819?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10819?detailsPage=editorialBoard,,
J COMPUT ANAL APPL,journal of computational analysis and applications,3,journal of computational analysis and applications,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10819?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10819?detailsPage=editorialBoard,,
J SCI COMPUT,journal of scientific computing,3,journal of scientific computing,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10915/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/computational+science+&+engineering/journal/10915/PS2?detailsPage=editorialBoard,,
COMP MATH MATH PHYS+,computational mathematics and mathematical physics,3,computational mathematics and mathematical physics,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/11470?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/computational+science+&+engineering/journal/11470?detailsPage=editorialBoard,http://www.springer.com/journal/11470/edboard,
NUMER MATH,numerische mathematik,3,numerische mathematik,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/211?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/computational+science+&+engineering/journal/211?detailsPage=editorialBoard,http://www.springer.com/journal/211/edboard,http://www.springer.com/mathematics/computational+science+&+engineering/journal/211/PS2?detailsPage=editorialBoard
CONSTR APPROX,constructive approximation,3,constructive approximation,,,http://www.springer.com/mathematics/computational+science+&+engineering/journal/365?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/computational+science+&+engineering/journal/365?detailsPage=editorialBoard,http://www.springer.com/journal/365/edboard,
DIFF EQUAT+,differential equations,2,differential equations,journal of differential equations,,http://www.springer.com/mathematics/dynamical+systems/journal/10625?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/dynamical+systems/journal/10625?detailsPage=editorialBoard,http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/,
DYNAM PART DIFFER EQ,journal of dynamics and differential equations,3,journal of dynamics and differential equations,,,http://www.springer.com/mathematics/dynamical+systems/journal/10884/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/dynamical+systems/journal/10884/PS2?detailsPage=editorialBoard,,
J DYN DIFFER EQU,the journal of dynamics and differential equations,2,the journal of dynamics and differential equations,journal of dynamics and differential equations,,http://www.springer.com/mathematics/dynamical+systems/journal/10884/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/dynamical+systems/journal/10884/PS2?detailsPage=editorialBoard,,
REGUL CHAOTIC DYN,regular and chaotic dynamics,3,regular and chaotic dynamics,,,http://www.springer.com/mathematics/dynamical+systems/journal/11819?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/dynamical+systems/journal/11819?detailsPage=editorialBoard,,
BOUND VALUE PROBL,boundary value problems,3,boundary value problems,,,http://www.springer.com/mathematics/dynamical+systems/journal/13661?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/dynamical+systems/journal/13661?detailsPage=editorialBoard,http://www.springer.com/mathematics/dynamical+systems/journal/13661,http://www.boundaryvalueproblems.com/about/edboard
GEOMETRIAE DEDICATA,geometriae dedicata,3,geometriae dedicata,,,http://www.springer.com/mathematics/geometry/journal/10711?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/geometry/journal/10711?detailsPage=editorialBoard,,
ORDER,order,2,order a journal on the theory of ordered sets and its applications,order,,http://www.springer.com/mathematics/geometry/journal/11083?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/geometry/journal/11083?detailsPage=editorialBoard,http://link.springer.com/journal/11083,http://www.springer.com/journal/11083/edboard
J HOMOTOPY RELAT STR,journal of homotopy and related structures,3,journal of homotopy and related structures,,,http://www.springer.com/mathematics/geometry/journal/40062/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/geometry/journal/40062/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/geometry/journal/40062,
ARCH HIST EXACT SCI,archive for history of exact sciences,3,archive for history of exact sciences,,,http://www.springer.com/mathematics/history+of+mathematics/journal/407?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/history+of+mathematics/journal/407?detailsPage=editorialBoard,,
MATH PROGRAM,mathematical programming,2,mathematical programming,,,http://www.springer.com/mathematics/journal/10107/PS2?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/journal/10107/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/10107?detailsPage=editorialBoard,
ACTA MATH APPL SIN-E,"acta mathematicae applicatae sinica, english series",2,"acta mathematica sinica, english series","acta mathematicae applicatae sinica, english series",,http://www.springer.com/mathematics/journal/10114?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/10114?detailsPage=editorialBoard,http://www.springer.com/mathematics/applications/journal/10255?detailsPage=editorialBoard,
ACTA MATH SIN,acta mathematica sinica,2,acta mathematica sinica,"acta mathematica sinica, english series",,http://www.springer.com/mathematics/journal/10114?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/journal/10114,http://www.actamath.com/Jwk_sxxb_en/EN/column/column127.shtml,http://www.springer.com/mathematics/journal/10114?detailsPage=editorialBoard
ANN MAT PUR APPL,annali di matematica pura ed applicata,3,annali di matematica pura ed applicata,,,http://www.springer.com/mathematics/journal/10231/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/journal/10231/PS2?detailsPage=editorialBoard,,
PUBL MATH-PARIS,publications mathématiques de l'IHÉS,3,publications mathÃ©matiques de l'ihÃs,,,http://www.springer.com/mathematics/journal/10240/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/10240/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/10240/PSE?detailsPage=editorialBoard,
PUBL MATH-DEBRECEN,publicationes mathematicae debrecen,1,publicationes mathematicae,publications mathÃ©matiques de l'ihÃs,publicationes mathematicae-debrecen,http://www.springer.com/mathematics/journal/10240/PS2?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/journal/10240/PS2?detailsPage=editorialBoard,http://www.journal-database.com/journal/publicationes-mathematicae-debrecen.html,http://www.math.klte.hu/publi/index.php?p=3
ACTA APPL MATH,acta applicandae mathematicae,3,acta applicandae mathematicae,,,http://www.springer.com/mathematics/journal/10440/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/10440/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/10440,
ACTA MATH HUNG,acta mathematica hungarica,3,acta mathematica hungarica,,,http://www.springer.com/mathematics/journal/10474?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/journal/10474?detailsPage=editorialBoard,,
APPL CATEGOR STRUCT,applied categorical structures,3,applied categorical structures,,,http://www.springer.com/mathematics/journal/10485/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/journal/10485/PS2?detailsPage=editorialBoard,,
COMPUT OPTIM APPL,computational optimization and applications,3,computational optimization and applications,,,http://www.springer.com/mathematics/journal/10589/PS2?detailsPage=editorialBoard,3,http://www.springer.com/mathematics/journal/10589/PS2?detailsPage=editorialBoard,,
DESIGN CODE CRYPTOGR,"designs, codes and cryptography",3,"designs, codes and cryptography",,,http://www.springer.com/mathematics/journal/10623?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/10623?detailsPage=editorialBoard,http://www.springer.com/journal/10623/edboard,
J ALGEBR COMB,journal of algebraic combinatorics,3,journal of algebraic combinatorics,,,http://www.springer.com/mathematics/journal/10801/PS2?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/journal/10801/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/10801,http://www.springer.com/mathematics/journal/10801?detailsPage=editorialBoard
